country_name,country_code,year,population,electricity_twh,avg_temp,population_growth,population_growth_pct,electro_growth,electro_growth_pct,temp_growth,temp_growth_pct,electro_per_capita_kwh
Bangladesh,BGD,2006,146405973,30.16,26.36,1690187,1.17,3.2,11.87,0.33,1.27,206
Bangladesh,BGD,2007,147989278,30.99,26.08,1583305,1.08,0.83,2.75,-0.28,-1.06,209.41
Bangladesh,BGD,2008,149474264,34.23,25.86,1484986,1,3.24,10.45,-0.22,-0.84,229
Bangladesh,BGD,2009,150873714,37.23,26.6,1399450,0.94,3,8.76,0.74,2.86,246.76
Bangladesh,BGD,2010,152201981,40.86,26.49,1328267,0.88,3.63,9.75,-0.11,-0.41,268.46
Bangladesh,BGD,2011,153591076,44.22,25.87,1389095,0.91,3.36,8.22,-0.62,-2.34,287.91
Bangladesh,BGD,2012,155070101,48.62,25.37,1479025,0.96,4.4,9.95,-0.5,-1.93,313.54
Bangladesh,BGD,2013,156532141,53.34,25.3,1462040,0.94,4.72,9.71,-0.07,-0.28,340.76
Bangladesh,BGD,2014,157964929,56.05,25.59,1432788,0.92,2.71,5.08,0.29,1.15,354.83
Bangladesh,BGD,2015,159383179,59.29,25.44,1418250,0.9,3.24,5.78,-0.15,-0.59,372
Bangladesh,BGD,2016,160811932,69.09,25.9,1428753,0.9,9.8,16.53,0.46,1.81,429.63
Bangladesh,BGD,2017,162186147,73.45,25.67,1374215,0.85,4.36,6.31,-0.23,-0.89,452.87
Bangladesh,BGD,2018,163523103,78.83,25.27,1336956,0.82,5.38,7.32,-0.4,-1.56,482.07
Bangladesh,BGD,2019,164913055,84.82,25.62,1389952,0.85,5.99,7.6,0.35,1.39,514.33
Bangladesh,BGD,2020,166298024,84.7,25.39,1384969,0.84,-0.12,-0.14,-0.23,-0.9,509.33
Bangladesh,BGD,2021,167658854,95.66,25.7,1360830,0.82,10.96,12.94,0.31,1.22,570.56
Bangladesh,BGD,2022,169384897,101.99,25.74,1726043,1.03,6.33,6.62,0.04,0.16,602.12
Barbados,BRB,2000,262063,0.79,26.31,NULL,NULL,NULL,NULL,NULL,NULL,3014.54
Barbados,BRB,2001,262425,0.83,26.57,362,0.14,0.04,5.06,0.26,0.99,3162.81
Barbados,BRB,2002,264148,0.86,26.55,1723,0.66,0.03,3.61,-0.02,-0.08,3255.75
Barbados,BRB,2003,265776,0.87,26.8,1628,0.62,0.01,1.16,0.25,0.94,3273.43
Barbados,BRB,2004,267298,0.89,26.47,1522,0.57,0.02,2.3,-0.33,-1.23,3329.62
Barbados,BRB,2005,268706,0.99,26.81,1408,0.53,0.1,11.24,0.34,1.28,3684.32
Barbados,BRB,2006,270002,1.02,26.66,1296,0.48,0.03,3.03,-0.15,-0.56,3777.75
Barbados,BRB,2007,271288,1.05,26.47,1286,0.48,0.03,2.94,-0.19,-0.71,3870.43
Barbados,BRB,2008,272714,1.05,26.36,1426,0.53,0,0,-0.11,-0.42,3850.19
Barbados,BRB,2009,274123,1.07,26.69,1409,0.52,0.02,1.9,0.33,1.25,3903.36
Barbados,BRB,2010,275243,1.03,27.04,1120,0.41,-0.04,-3.74,0.35,1.31,3742.15
Barbados,BRB,2011,276139,1.04,26.63,896,0.33,0.01,0.97,-0.41,-1.52,3766.22
Barbados,BRB,2012,276938,1.13,26.51,799,0.29,0.09,8.65,-0.12,-0.45,4080.34
Barbados,BRB,2013,277665,1.01,26.59,727,0.26,-0.12,-10.62,0.08,0.3,3637.48
Barbados,BRB,2014,278348,1.03,26.63,683,0.25,0.02,1.98,0.04,0.15,3700.4
Barbados,BRB,2015,278990,1.04,26.94,642,0.23,0.01,0.97,0.31,1.16,3727.73
Barbados,BRB,2016,279598,1.05,26.92,608,0.22,0.01,0.96,-0.02,-0.07,3755.39
Barbados,BRB,2017,280171,1.04,26.75,573,0.2,-0.01,-0.95,-0.17,-0.63,3712.02
Barbados,BRB,2018,280711,1.04,26.44,540,0.19,0,0,-0.31,-1.16,3704.88
Barbados,BRB,2019,281207,1.06,26.71,496,0.18,0.02,1.92,0.27,1.02,3769.47
Barbados,BRB,2020,281698,1.06,26.79,491,0.17,0,0,0.08,0.3,3762.9
Barbados,BRB,2021,282147,1.06,26.63,449,0.16,0,0,-0.16,-0.6,3756.91
Barbados,BRB,2022,282318,1.09,26.45,171,0.06,0.03,2.83,-0.18,-0.68,3860.89
Belarus,BLR,2000,9979610,26.1,8.03,NULL,NULL,NULL,NULL,NULL,NULL,2615.33
Belarus,BLR,2001,9928549,25.07,7.17,-51061,-0.51,-1.03,-3.95,-0.86,-10.71,2525.04
Belarus,BLR,2002,9865548,26.46,7.79,-63001,-0.63,1.39,5.54,0.62,8.65,2682.06
Belarus,BLR,2003,9796749,26.63,6.82,-68799,-0.7,0.17,0.64,-0.97,-12.45,2718.25
Belarus,BLR,2004,9730146,31.2,6.98,-66603,-0.68,4.57,17.16,0.16,2.35,3206.53
Belarus,BLR,2005,9663915,30.96,7.06,-66231,-0.68,-0.24,-0.77,0.08,1.15,3203.67
Belarus,BLR,2006,9604924,31.81,7.15,-58991,-0.61,0.85,2.75,0.09,1.27,3311.84
Belarus,BLR,2007,9560953,31.83,8.06,-43971,-0.46,0.02,0.06,0.91,12.73,3329.17
Belarus,BLR,2008,9527985,35.05,8.15,-32968,-0.34,3.22,10.12,0.09,1.12,3678.64
Belarus,BLR,2009,9504583,30.37,7.32,-23402,-0.25,-4.68,-13.35,-0.83,-10.18,3195.3
Belarus,BLR,2010,9483836,34.9,6.92,-20747,-0.22,4.53,14.92,-0.4,-5.46,3679.95
Belarus,BLR,2011,9461643,32.19,7.68,-22193,-0.23,-2.71,-7.77,0.76,10.98,3402.16
Belarus,BLR,2012,9446836,30.81,7.03,-14807,-0.16,-1.38,-4.29,-0.65,-8.46,3261.41
Belarus,BLR,2013,9443211,31.51,7.72,-3625,-0.04,0.7,2.27,0.69,9.82,3336.79
Belarus,BLR,2014,9448515,34.74,7.97,5304,0.06,3.23,10.25,0.25,3.24,3676.77
Belarus,BLR,2015,9461076,34.09,8.67,12561,0.13,-0.65,-1.87,0.7,8.78,3603.18
Belarus,BLR,2016,9469379,33.57,7.81,8303,0.09,-0.52,-1.53,-0.86,-9.92,3545.11
Belarus,BLR,2017,9458989,34.51,7.75,-10390,-0.11,0.94,2.8,-0.06,-0.77,3648.38
Belarus,BLR,2018,9438785,38.99,8.11,-20204,-0.21,4.48,12.98,0.36,4.65,4130.83
Belarus,BLR,2019,9419758,40.46,8.85,-19027,-0.2,1.47,3.77,0.74,9.12,4295.23
Belarus,BLR,2020,9379952,38.54,9.09,-39806,-0.42,-1.92,-4.75,0.24,2.71,4108.76
Belarus,BLR,2021,9302585,41.32,7.33,-77367,-0.82,2.78,7.21,-1.76,-19.36,4441.78
Belarus,BLR,2022,9228071,38.62,7.98,-74514,-0.8,-2.7,-6.53,0.65,8.87,4185.06
Belgium,BEL,2000,10251250,82.79,10.97,NULL,NULL,NULL,NULL,NULL,NULL,8076.09
Belgium,BEL,2001,10286570,78.63,10.49,35320,0.34,-4.16,-5.02,-0.48,-4.38,7643.95
Belgium,BEL,2002,10332785,80.94,10.91,46215,0.45,2.31,2.94,0.42,4,7833.32
Belgium,BEL,2003,10376133,83.57,10.79,43348,0.42,2.63,3.25,-0.12,-1.1,8054.06
Belgium,BEL,2004,10421137,82.91,10.39,45004,0.43,-0.66,-0.79,-0.4,-3.71,7955.95
Belgium,BEL,2005,10478617,84.38,10.7,57480,0.55,1.47,1.77,0.31,2.98,8052.59
Belgium,BEL,2006,10547958,83.34,10.99,69341,0.66,-1.04,-1.23,0.29,2.71,7901.06
Belgium,BEL,2007,10625700,86.81,11.1,77742,0.74,3.47,4.16,0.11,1,8169.81
Belgium,BEL,2008,10709973,83.06,10.58,84273,0.79,-3.75,-4.32,-0.52,-4.68,7755.39
Belgium,BEL,2009,10796493,89.76,10.65,86520,0.81,6.7,8.07,0.07,0.66,8313.81
Belgium,BEL,2010,10895586,93.01,9.37,99093,0.92,3.25,3.62,-1.28,-12.02,8536.48
Belgium,BEL,2011,11038264,89.23,11.2,142678,1.31,-3.78,-4.06,1.83,19.53,8083.7
Belgium,BEL,2012,11106932,81.51,10.44,68668,0.62,-7.72,-8.65,-0.76,-6.79,7338.66
Belgium,BEL,2013,11159407,81.95,9.93,52475,0.47,0.44,0.54,-0.51,-4.89,7343.58
Belgium,BEL,2014,11209057,71.2,11.72,49650,0.44,-10.75,-13.12,1.79,18.03,6352.01
Belgium,BEL,2015,11274196,68.43,11.08,65139,0.58,-2.77,-3.89,-0.64,-5.46,6069.61
Belgium,BEL,2016,11331422,84.32,10.76,57226,0.51,15.89,23.22,-0.32,-2.89,7441.25
Belgium,BEL,2017,11375158,85.34,11.07,43736,0.39,1.02,1.21,0.31,2.88,7502.31
Belgium,BEL,2018,11427054,73.88,11.65,51896,0.46,-11.46,-13.43,0.58,5.24,6465.36
Belgium,BEL,2019,11488980,92.69,11.39,61926,0.54,18.81,25.46,-0.26,-2.23,8067.73
Belgium,BEL,2020,11538604,88.28,11.89,49624,0.43,-4.41,-4.76,0.5,4.39,7650.84
Belgium,BEL,2021,11586195,99.39,10.48,47591,0.41,11.11,12.58,-1.41,-11.86,8578.31
Belgium,BEL,2022,11680210,94.14,11.98,94015,0.81,-5.25,-5.28,1.5,14.31,8059.79
Belize,BLZ,2000,240799,0.13,25.31,NULL,NULL,NULL,NULL,NULL,NULL,539.87
Belize,BLZ,2001,248379,0.13,25.65,7580,3.15,0,0,0.34,1.34,523.39
Belize,BLZ,2002,256009,0.14,25.8,7630,3.07,0.01,7.69,0.15,0.58,546.86
Belize,BLZ,2003,263780,0.16,25.88,7771,3.04,0.02,14.29,0.08,0.31,606.57
Belize,BLZ,2004,271688,0.14,25.8,7908,3,-0.02,-12.5,-0.08,-0.31,515.3
Belize,BLZ,2005,279731,0.16,25.76,8043,2.96,0.02,14.29,-0.04,-0.16,571.98
Belize,BLZ,2006,287878,0.21,25.7,8147,2.91,0.05,31.25,-0.06,-0.23,729.48
Belize,BLZ,2007,296100,0.22,25.62,8222,2.86,0.01,4.76,-0.08,-0.31,742.99
Belize,BLZ,2008,304361,0.21,25.65,8261,2.79,-0.01,-4.55,0.03,0.12,689.97
Belize,BLZ,2009,312614,0.24,26,8253,2.71,0.03,14.29,0.35,1.36,767.72
Belize,BLZ,2010,320245,0.42,25.37,7631,2.44,0.18,75,-0.63,-2.42,1311.5
Belize,BLZ,2011,327298,0.33,25.86,7053,2.2,-0.09,-21.43,0.49,1.93,1008.26
Belize,BLZ,2012,334414,0.38,25.9,7116,2.17,0.05,15.15,0.04,0.15,1136.32
Belize,BLZ,2013,341627,0.37,25.79,7213,2.16,-0.01,-2.63,-0.11,-0.42,1083.05
Belize,BLZ,2014,348923,0.36,25.72,7296,2.14,-0.01,-2.7,-0.07,-0.27,1031.75
Belize,BLZ,2015,356333,0.36,26.24,7410,2.12,0,0,0.52,2.02,1010.29
Belize,BLZ,2016,364705,0.38,26.32,8372,2.35,0.02,5.56,0.08,0.3,1041.94
Belize,BLZ,2017,373202,0.4,26.09,8497,2.33,0.02,5.26,-0.23,-0.87,1071.81
Belize,BLZ,2018,380226,0.41,25.53,7024,1.88,0.01,2.5,-0.56,-2.15,1078.31
Belize,BLZ,2019,385829,0.52,26.05,5603,1.47,0.11,26.83,0.52,2.04,1347.75
Belize,BLZ,2020,390812,0.28,26.38,4983,1.29,-0.24,-46.15,0.33,1.27,716.46
Belize,BLZ,2021,395346,0.28,26.15,4534,1.16,0,0,-0.23,-0.87,708.24
Belize,BLZ,2022,402733,0.31,25.83,7387,1.87,0.03,10.71,-0.32,-1.22,769.74
Benin,BEN,2000,7221619,0.08,27.84,NULL,NULL,NULL,NULL,NULL,NULL,11.08
Benin,BEN,2001,7445596,0.06,28,223977,3.1,-0.02,-25,0.16,0.57,8.06
Benin,BEN,2002,7675426,0.06,28.05,229830,3.09,0,0,0.05,0.18,7.82
Benin,BEN,2003,7913070,0.08,28.15,237644,3.1,0.02,33.33,0.1,0.36,10.11
Benin,BEN,2004,8159094,0.08,28,246024,3.11,0,0,-0.15,-0.53,9.81
Benin,BEN,2005,8426144,0.11,28.32,267050,3.27,0.03,37.5,0.32,1.14,13.05
Benin,BEN,2006,8693242,0.15,28.19,267098,3.17,0.04,36.36,-0.13,-0.46,17.25
Benin,BEN,2007,8953969,0.22,28.16,260727,3,0.07,46.67,-0.03,-0.11,24.57
Benin,BEN,2008,9228466,0.23,27.85,274497,3.07,0.01,4.55,-0.31,-1.1,24.92
Benin,BEN,2009,9509423,0.13,28.3,280957,3.04,-0.1,-43.48,0.45,1.62,13.67
Benin,BEN,2010,9797484,0.11,28.46,288061,3.03,-0.02,-15.38,0.16,0.57,11.23
Benin,BEN,2011,10093623,0.1,28.19,296139,3.02,-0.01,-9.09,-0.27,-0.95,9.91
Benin,BEN,2012,10397657,0.05,28.01,304034,3.01,-0.05,-50,-0.18,-0.64,4.81
Benin,BEN,2013,10708834,0.13,28.15,311177,2.99,0.08,160,0.14,0.5,12.14
Benin,BEN,2014,11030004,0.34,28.32,321170,3,0.21,161.54,0.17,0.6,30.83
Benin,BEN,2015,11360681,0.32,28.27,330677,3,-0.02,-5.88,-0.05,-0.18,28.17
Benin,BEN,2016,11697842,0.27,28.53,337161,2.97,-0.05,-15.62,0.26,0.92,23.08
Benin,BEN,2017,12039780,0.32,28.34,341938,2.92,0.05,18.52,-0.19,-0.67,26.58
Benin,BEN,2018,12383347,0.19,28.33,343567,2.85,-0.13,-40.62,-0.01,-0.04,15.34
Benin,BEN,2019,12726755,0.54,28.17,343408,2.77,0.35,184.21,-0.16,-0.56,42.43
Benin,BEN,2020,13070169,0.99,28.43,343414,2.7,0.45,83.33,0.26,0.92,75.75
Benin,BEN,2021,13413417,1.13,28.7,343248,2.63,0.14,14.14,0.27,0.95,84.24
Benin,BEN,2022,13759501,1.13,28.09,346084,2.58,0,0,-0.61,-2.13,82.13
Bhutan,BTN,2000,596863,1.79,9.89,NULL,NULL,NULL,NULL,NULL,NULL,2999.01
Bhutan,BTN,2001,610794,1.92,10.56,13931,2.33,0.13,7.26,0.67,6.77,3143.45
Bhutan,BTN,2002,624409,2.18,10.26,13615,2.23,0.26,13.54,-0.3,-2.84,3491.3
Bhutan,BTN,2003,637663,2.5,10.32,13254,2.12,0.32,14.68,0.06,0.58,3920.57
Bhutan,BTN,2004,650544,2.33,10.34,12881,2.02,-0.17,-6.8,0.02,0.19,3581.62
Bhutan,BTN,2005,661865,2.62,10.57,11321,1.74,0.29,12.45,0.23,2.22,3958.51
Bhutan,BTN,2006,670799,4.47,11.02,8934,1.35,1.85,70.61,0.45,4.26,6663.7
Bhutan,BTN,2007,678641,6.49,10.92,7842,1.17,2.02,45.19,-0.1,-0.91,9563.23
Bhutan,BTN,2008,686351,6.89,10.49,7710,1.14,0.4,6.16,-0.43,-3.94,10038.6
Bhutan,BTN,2009,693988,6.93,11.25,7637,1.11,0.04,0.58,0.76,7.24,9985.76
Bhutan,BTN,2010,701632,7.26,11.16,7644,1.1,0.33,4.76,-0.09,-0.8,10347.3
Bhutan,BTN,2011,709377,6.97,10.44,7745,1.1,-0.29,-3.99,-0.72,-6.45,9825.52
Bhutan,BTN,2012,717279,6.74,10.13,7902,1.11,-0.23,-3.3,-0.31,-2.97,9396.62
Bhutan,BTN,2013,725273,7.53,10.25,7994,1.11,0.79,11.72,0.12,1.18,10382.3
Bhutan,BTN,2014,733139,7.15,10.56,7866,1.08,-0.38,-5.05,0.31,3.02,9752.58
Bhutan,BTN,2015,740618,7.73,10.29,7479,1.02,0.58,8.11,-0.27,-2.56,10437.23
Bhutan,BTN,2016,747866,7.88,10.71,7248,0.98,0.15,1.94,0.42,4.08,10536.65
Bhutan,BTN,2017,754335,7.65,10.66,6469,0.86,-0.23,-2.92,-0.05,-0.47,10141.38
Bhutan,BTN,2018,759759,6.89,10.27,5424,0.72,-0.76,-9.93,-0.39,-3.66,9068.67
Bhutan,BTN,2019,764824,8.95,10.51,5065,0.67,2.06,29.9,0.24,2.34,11702.04
Bhutan,BTN,2020,770006,8.95,10.34,5182,0.68,0,0,-0.17,-1.62,11623.29
Bhutan,BTN,2021,775442,9,10.73,5436,0.71,0.05,0.56,0.39,3.77,11606.28
Bhutan,BTN,2022,780914,9,10.56,5472,0.71,0,0,-0.17,-1.58,11524.96
Bolivia,BOL,2000,8606326,3.88,20.58,NULL,NULL,NULL,NULL,NULL,NULL,450.83
Bolivia,BOL,2001,8752736,3.96,20.55,146410,1.7,0.08,2.06,-0.03,-0.15,452.43
Bolivia,BOL,2002,8900355,4.16,20.76,147619,1.69,0.2,5.05,0.21,1.02,467.4
Bolivia,BOL,2003,9050700,4.33,20.42,150345,1.69,0.17,4.09,-0.34,-1.64,478.42
Bolivia,BOL,2004,9204287,4.53,20.83,153587,1.7,0.2,4.62,0.41,2.01,492.16
Bolivia,BOL,2005,9360754,4.89,20.61,156467,1.7,0.36,7.95,-0.22,-1.06,522.39
Bolivia,BOL,2006,9521689,5,20.8,160935,1.72,0.11,2.25,0.19,0.92,525.12
Bolivia,BOL,2007,9685960,5.44,20.45,164271,1.73,0.44,8.8,-0.35,-1.68,561.64
Bolivia,BOL,2008,9850858,5.92,20.25,164898,1.7,0.48,8.82,-0.2,-0.98,600.96
Bolivia,BOL,2009,10016275,6.21,20.57,165417,1.68,0.29,4.9,0.32,1.58,619.99
Bolivia,BOL,2010,10182345,6.65,20.72,166070,1.66,0.44,7.09,0.15,0.73,653.09
Bolivia,BOL,2011,10348929,7.09,20.66,166584,1.64,0.44,6.62,-0.06,-0.29,685.1
Bolivia,BOL,2012,10515807,7.41,20.65,166878,1.61,0.32,4.51,-0.01,-0.05,704.65
Bolivia,BOL,2013,10682608,7.81,20.42,166801,1.59,0.4,5.4,-0.23,-1.11,731.09
Bolivia,BOL,2014,10848888,8.3,20.99,166280,1.56,0.49,6.27,0.57,2.79,765.06
Bolivia,BOL,2015,11014705,9,21.23,165817,1.53,0.7,8.43,0.24,1.14,817.09
Bolivia,BOL,2016,11180020,9.3,20.87,165315,1.5,0.3,3.33,-0.36,-1.7,831.84
Bolivia,BOL,2017,11344587,9.59,20.95,164567,1.47,0.29,3.12,0.08,0.38,845.34
Bolivia,BOL,2018,11508368,9.85,20.55,163781,1.44,0.26,2.71,-0.4,-1.91,855.9
Bolivia,BOL,2019,11671386,10.17,20.88,163018,1.42,0.32,3.25,0.33,1.61,871.36
Bolivia,BOL,2020,11816299,9.96,21.34,144913,1.24,-0.21,-2.06,0.46,2.2,842.9
Bolivia,BOL,2021,11937360,10.66,20.8,121061,1.02,0.7,7.03,-0.54,-2.53,892.99
Bolivia,BOL,2022,12077154,11.51,20.68,139794,1.17,0.85,7.97,-0.12,-0.58,953.04
Botswana,BWA,2000,1677382,1.14,21.4,NULL,NULL,NULL,NULL,NULL,NULL,679.63
Botswana,BWA,2001,1712254,1.13,21.79,34872,2.08,-0.01,-0.88,0.39,1.82,659.95
Botswana,BWA,2002,1744763,1.15,21.97,32509,1.9,0.02,1.77,0.18,0.83,659.12
Botswana,BWA,2003,1775736,1.04,22.24,30973,1.78,-0.11,-9.57,0.27,1.23,585.67
Botswana,BWA,2004,1807146,0.97,22.34,31410,1.77,-0.07,-6.73,0.1,0.45,536.76
Botswana,BWA,2005,1839877,1.06,22.73,32731,1.81,0.09,9.28,0.39,1.75,576.13
Botswana,BWA,2006,1874516,0.99,21.78,34639,1.88,-0.07,-6.6,-0.95,-4.18,528.14
Botswana,BWA,2007,1911201,0.83,22.05,36685,1.96,-0.16,-16.16,0.27,1.24,434.28
Botswana,BWA,2008,1949970,0.7,22.2,38769,2.03,-0.13,-15.66,0.15,0.68,358.98
Botswana,BWA,2009,1990673,0.62,22.33,40703,2.09,-0.08,-11.43,0.13,0.59,311.45
Botswana,BWA,2010,2033111,0.53,22.35,42438,2.13,-0.09,-14.52,0.02,0.09,260.68
Botswana,BWA,2011,2073535,0.48,21.77,40424,1.99,-0.05,-9.43,-0.58,-2.6,231.49
Botswana,BWA,2012,2108617,0.35,22.06,35082,1.69,-0.13,-27.08,0.29,1.33,165.99
Botswana,BWA,2013,2140682,0.92,21.91,32065,1.52,0.57,162.86,-0.15,-0.68,429.77
Botswana,BWA,2014,2172044,2.31,22.02,31362,1.47,1.39,151.09,0.11,0.5,1063.51
Botswana,BWA,2015,2203273,2.97,22.65,31229,1.44,0.66,28.57,0.63,2.86,1347.99
Botswana,BWA,2016,2234776,2.69,22.67,31503,1.43,-0.28,-9.43,0.02,0.09,1203.7
Botswana,BWA,2017,2266747,3.02,22.11,31971,1.43,0.33,12.27,-0.56,-2.47,1332.31
Botswana,BWA,2018,2299141,3.11,22.3,32394,1.43,0.09,2.98,0.19,0.86,1352.68
Botswana,BWA,2019,2332083,2.51,22.98,32942,1.43,-0.6,-19.29,0.68,3.05,1076.29
Botswana,BWA,2020,2365894,2.18,22.06,33811,1.45,-0.33,-13.15,-0.92,-4,921.43
Botswana,BWA,2021,2401441,2.49,21.74,35547,1.5,0.31,14.22,-0.32,-1.45,1036.88
Botswana,BWA,2022,2439892,2.63,22,38451,1.6,0.14,5.62,0.26,1.2,1077.92
Brazil,BRA,2000,174018282,348.93,25.09,NULL,NULL,NULL,NULL,NULL,NULL,2005.13
Brazil,BRA,2001,176301203,328.55,25.35,2282921,1.31,-20.38,-5.84,0.26,1.04,1863.57
Brazil,BRA,2002,178503484,345.72,25.62,2202281,1.25,17.17,5.23,0.27,1.07,1936.77
Brazil,BRA,2003,180622688,364.39,25.42,2119204,1.19,18.67,5.4,-0.2,-0.78,2017.41
Brazil,BRA,2004,182675143,387.49,25.35,2052455,1.14,23.1,6.34,-0.07,-0.28,2121.2
Brazil,BRA,2005,184688101,403.07,25.61,2012958,1.1,15.58,4.02,0.26,1.03,2182.44
Brazil,BRA,2006,186653106,419.45,25.41,1965005,1.06,16.38,4.06,-0.2,-0.78,2247.22
Brazil,BRA,2007,188552320,445.15,25.53,1899214,1.02,25.7,6.13,0.12,0.47,2360.88
Brazil,BRA,2008,190367302,463.18,25.24,1814982,0.96,18.03,4.05,-0.29,-1.14,2433.09
Brazil,BRA,2009,192079951,466.17,25.43,1712649,0.9,2.99,0.65,0.19,0.75,2426.96
Brazil,BRA,2010,193701929,515.8,25.67,1621978,0.84,49.63,10.65,0.24,0.94,2662.85
Brazil,BRA,2011,195284734,531.76,25.35,1582805,0.82,15.96,3.09,-0.32,-1.25,2723
Brazil,BRA,2012,196876111,552.5,25.56,1591377,0.81,20.74,3.9,0.21,0.83,2806.33
Brazil,BRA,2013,198478299,570.83,25.49,1602188,0.81,18.33,3.32,-0.07,-0.27,2876.03
Brazil,BRA,2014,200085127,590.55,25.66,1606828,0.81,19.72,3.45,0.17,0.67,2951.49
Brazil,BRA,2015,201675532,581.22,25.97,1590405,0.79,-9.33,-1.58,0.31,1.21,2881.96
Brazil,BRA,2016,203218114,578.89,25.84,1542582,0.76,-2.33,-0.4,-0.13,-0.5,2848.61
Brazil,BRA,2017,204703445,589.32,25.77,1485331,0.73,10.43,1.8,-0.07,-0.27,2878.9
Brazil,BRA,2018,206107261,601.39,25.59,1403816,0.69,12.07,2.05,-0.18,-0.7,2917.85
Brazil,BRA,2019,207455459,633.33,25.94,1348198,0.65,31.94,5.31,0.35,1.37,3052.85
Brazil,BRA,2020,208660842,628.76,25.93,1205383,0.58,-4.57,-0.72,-0.01,-0.04,3013.31
Brazil,BRA,2021,209550294,656.11,25.57,889452,0.43,27.35,4.35,-0.36,-1.39,3131.04
Brazil,BRA,2022,210306415,677.17,25.54,756121,0.36,21.06,3.21,-0.03,-0.12,3219.92
Bulgaria,BGR,2000,8170172,40.59,11.53,NULL,NULL,NULL,NULL,NULL,NULL,4968.07
Bulgaria,BGR,2001,8009142,43.44,11.44,-161030,-1.97,2.85,7.02,-0.09,-0.78,5423.8
Bulgaria,BGR,2002,7837161,42.08,11.51,-171981,-2.15,-1.36,-3.13,0.07,0.61,5369.29
Bulgaria,BGR,2003,7775327,42.28,10.68,-61834,-0.79,0.2,0.48,-0.83,-7.21,5437.71
Bulgaria,BGR,2004,7716860,41.36,11.06,-58467,-0.75,-0.92,-2.18,0.38,3.56,5359.69
Bulgaria,BGR,2005,7658972,43.89,10.68,-57888,-0.75,2.53,6.12,-0.38,-3.44,5730.53
Bulgaria,BGR,2006,7601022,45.44,10.85,-57950,-0.76,1.55,3.53,0.17,1.59,5978.14
Bulgaria,BGR,2007,7545338,42.82,11.94,-55684,-0.73,-2.62,-5.77,1.09,10.05,5675.03
Bulgaria,BGR,2008,7492561,44.49,11.84,-52777,-0.7,1.67,3.9,-0.1,-0.84,5937.89
Bulgaria,BGR,2009,7444443,42.31,11.81,-48118,-0.64,-2.18,-4.9,-0.03,-0.25,5683.43
Bulgaria,BGR,2010,7395599,45.93,11.77,-48844,-0.66,3.62,8.56,-0.04,-0.34,6210.45
Bulgaria,BGR,2011,7348328,49.96,10.86,-47271,-0.64,4.03,8.77,-0.91,-7.73,6798.83
Bulgaria,BGR,2012,7305888,46.46,11.87,-42440,-0.58,-3.5,-7.01,1.01,9.3,6359.25
Bulgaria,BGR,2013,7265115,43.02,11.96,-40773,-0.56,-3.44,-7.4,0.09,0.76,5921.45
Bulgaria,BGR,2014,7223938,46.92,12,-41177,-0.57,3.9,9.07,0.04,0.33,6495.07
Bulgaria,BGR,2015,7177991,48.71,11.85,-45947,-0.64,1.79,3.82,-0.15,-1.25,6786.02
Bulgaria,BGR,2016,7127822,44.53,11.9,-50169,-0.7,-4.18,-8.58,0.05,0.42,6247.35
Bulgaria,BGR,2017,7075947,44.84,11.75,-51875,-0.73,0.31,0.7,-0.15,-1.26,6336.96
Bulgaria,BGR,2018,7025037,46.51,12.34,-50910,-0.72,1.67,3.72,0.59,5.02,6620.61
Bulgaria,BGR,2019,6975761,43.72,12.81,-49276,-0.7,-2.79,-6,0.47,3.81,6267.42
Bulgaria,BGR,2020,6934015,40.14,12.49,-41746,-0.6,-3.58,-8.19,-0.32,-2.5,5788.85
Bulgaria,BGR,2021,6877743,47.22,11.97,-56272,-0.81,7.08,17.64,-0.52,-4.16,6865.62
Bulgaria,BGR,2022,6643324,50.22,12.28,-234419,-3.41,3,6.35,0.31,2.59,7559.47
Burundi,BDI,2000,6470194,0.1,20.59,NULL,NULL,NULL,NULL,NULL,NULL,15.46
Burundi,BDI,2001,6634365,0.11,20.58,164171,2.54,0.01,10,-0.01,-0.05,16.58
Burundi,BDI,2002,6824132,0.13,20.84,189767,2.86,0.02,18.18,0.26,1.26,19.05
Burundi,BDI,2003,7043154,0.1,20.94,219022,3.21,-0.03,-23.08,0.1,0.48,14.2
Burundi,BDI,2004,7310656,0.09,20.49,267502,3.8,-0.01,-10,-0.45,-2.15,12.31
Burundi,BDI,2005,7587299,0.09,20.69,276643,3.78,0,0,0.2,0.98,11.86
Burundi,BDI,2006,7865547,0.09,20.46,278248,3.67,0,0,-0.23,-1.11,11.44
Burundi,BDI,2007,8161874,0.12,20.48,296327,3.77,0.03,33.33,0.02,0.1,14.7
Burundi,BDI,2008,8505637,0.11,20.3,343763,4.21,-0.01,-8.33,-0.18,-0.88,12.93
Burundi,BDI,2009,8947646,0.12,20.75,442009,5.2,0.01,9.09,0.45,2.22,13.41
Burundi,BDI,2010,9376444,0.16,20.84,428798,4.79,0.04,33.33,0.09,0.43,17.06
Burundi,BDI,2011,9717978,0.15,20.34,341534,3.64,-0.01,-6.25,-0.5,-2.4,15.44
Burundi,BDI,2012,10071028,0.15,20.35,353050,3.63,0,0,0.01,0.05,14.89
Burundi,BDI,2013,10439341,0.17,20.55,368313,3.66,0.02,13.33,0.2,0.98,16.28
